single_thread,1,1374-by-1374,1374-by-1374,0,18.369171
single_thread,1,3937-by-3937,3937-by-3937,0,881.842419
multi_thread,1,1374-by-1374,1374-by-1374,0,15.106344
multi_thread,2,1374-by-1374,1374-by-1374,0,7.881844
multi_thread,4,1374-by-1374,1374-by-1374,0,4.076598
multi_thread,6,1374-by-1374,1374-by-1374,0,2.739874
multi_thread,8,1374-by-1374,1374-by-1374,0,3.622268
multi_thread,12,1374-by-1374,1374-by-1374,0,2.700342
multi_thread,16,1374-by-1374,1374-by-1374,0,2.913398
multi_thread,1,3937-by-3937,3937-by-3937,0,572.081959
multi_thread,2,3937-by-3937,3937-by-3937,0,291.547117
multi_thread,4,3937-by-3937,3937-by-3937,0,146.301479
multi_thread,6,3937-by-3937,3937-by-3937,0,100.599132
multi_thread,8,3937-by-3937,3937-by-3937,0,120.825198
multi_thread,12,3937-by-3937,3937-by-3937,0,84.152847
multi_thread,16,3937-by-3937,3937-by-3937,0,86.664632
strassen_mthread,1,2048-by-2048,2048-by-2048,32,26.588106
strassen_mthread,1,2048-by-2048,2048-by-2048,64,27.512942
strassen_mthread,1,2048-by-2048,2048-by-2048,128,33.857701
strassen_mthread,1,2048-by-2048,2048-by-2048,256,55.723891
strassen_mthread,1,2048-by-2048,2048-by-2048,512,65.200255
strassen_mthread,1,2048-by-2048,2048-by-2048,1024,82.320998
strassen_mthread,2,2048-by-2048,2048-by-2048,32,16.184657
strassen_mthread,2,2048-by-2048,2048-by-2048,64,14.634773
strassen_mthread,2,2048-by-2048,2048-by-2048,128,18.071208
strassen_mthread,2,2048-by-2048,2048-by-2048,256,28.911844
strassen_mthread,2,2048-by-2048,2048-by-2048,512,33.783555
strassen_mthread,2,2048-by-2048,2048-by-2048,1024,38.430343
strassen_mthread,4,2048-by-2048,2048-by-2048,32,9.100973
strassen_mthread,4,2048-by-2048,2048-by-2048,64,7.787653
strassen_mthread,4,2048-by-2048,2048-by-2048,128,9.430308
strassen_mthread,4,2048-by-2048,2048-by-2048,256,14.760079
strassen_mthread,4,2048-by-2048,2048-by-2048,512,17.243357
strassen_mthread,4,2048-by-2048,2048-by-2048,1024,21.947468
strassen_mthread,6,2048-by-2048,2048-by-2048,32,9.922301
strassen_mthread,6,2048-by-2048,2048-by-2048,64,9.639066
strassen_mthread,6,2048-by-2048,2048-by-2048,128,11.498938
strassen_mthread,6,2048-by-2048,2048-by-2048,256,9.925646
strassen_mthread,6,2048-by-2048,2048-by-2048,512,11.551407
strassen_mthread,6,2048-by-2048,2048-by-2048,1024,15.195992
strassen_mthread,8,2048-by-2048,2048-by-2048,32,8.778056
strassen_mthread,8,2048-by-2048,2048-by-2048,64,7.390956
strassen_mthread,8,2048-by-2048,2048-by-2048,128,8.582614
